MUNI_ID¬MUNI_NOMBRE¬DEPA_NOMBRE¬PUNTAJE_PROMEDIO¬ERRORESTANDARPROMEDIO¬DESVIACION¬PORCENTAJE_INSUFICIENTE¬PORCENTAJE_MINIMO¬PORCENTAJE_SATISFACTORIO¬PORCENTAJE_AVANZADO¬N
52254¬El Peñol¬Nariño¬294¬1,633¬50¬20¬67¬10¬2¬89
13268¬El Peñón¬Bolívar¬270¬1,99¬43¬34¬63¬2¬1¬92
25258¬El Peñón¬Cundinamarca¬298¬0,969¬56¬22¬58¬17¬3¬64
68250¬El Peñón¬Santander¬302¬1,939¬52¬16¬61¬23¬0¬43
47258¬El Piñon¬Magdalena¬260¬0,663¬46¬44¬52¬4¬0¬264
68255¬El Playón¬Santander¬318¬0,714¬57¬11¬55¬29¬5¬150
95025¬El Retorno¬Guaviare¬292¬1,327¬58¬27¬55¬15¬3¬164
47268¬El Retén¬Magdalena¬258¬1,582¬48¬47¬47¬6¬1¬180
70233¬El Roble¬Sucre¬321¬0,816¬52¬12¬51¬32¬6¬127
25260¬El Rosal¬Cundinamarca¬321¬0,663¬59¬10¬59¬25¬6¬337
52256¬El Rosario¬Nariño¬326¬2,092¬53¬6¬58¬28¬7¬96
05697¬El Santuario¬Antioquia¬310¬0,714¬54¬14¬60¬24¬3¬385
52258¬El Tablón de Góme¬Nariño¬299¬1,071¬54¬23¬58¬17¬2¬184
19256¬El Tambo¬Cauca¬287¬0,663¬49¬25¬61¬13¬1¬531
52260¬El Tambo¬Nariño¬309¬1,735¬62¬17¬61¬16¬6¬158
54250¬El Tarra¬Norte De Santander¬258¬0,816¬41¬45¬53¬2¬0¬171
54261¬El Zulia¬Norte De Santander¬284¬0,561¬53¬30¬56¬12¬2¬313
76243¬El águila¬Valle Del Cauca¬284¬0,816¬55¬29¬59¬11¬1¬100
41244¬Elías¬Huila¬318¬1,837¬60¬9¬63¬24¬4¬46
68264¬Encino¬Santander¬331¬4,847¬64¬12¬48¬36¬4¬25
68266¬Enciso¬Santander¬344¬1,735¬61¬3¬53¬34¬10¬59
05264¬Entrerrios¬Antioquia¬320¬1,684¬68¬17¬49¬23¬11¬142
05266¬Envigado¬Antioquia¬344¬0,357¬67¬12¬42¬30¬16¬2112
73268¬Espinal¬Tolima¬279¬0,408¬52¬33¬54¬11¬2¬955
25269¬Facatativá¬Cundinamarca¬340¬0,306¬62¬9¬47¬32¬12¬1753
73270¬Falan¬Tolima¬302¬0,867¬56¬18¬62¬17¬2¬127
17272¬Filadelfia¬Caldas¬274¬1,531¬49¬35¬58¬7¬1¬113
63272¬Filandia¬Quindio¬300¬1,02¬60¬23¬52¬21¬4¬160
15272¬Firavitoba¬Boyacá¬305¬0¬55¬16¬62¬17¬4¬69
73275¬Flandes¬Tolima¬268¬0,612¬52¬43¬50¬6¬1¬313
18001¬Florencia¬Caquetá¬311¬0,306¬55¬16¬58¬22¬4¬2297
19290¬Florencia¬Cauca¬285¬1,48¬65¬30¬56¬11¬3¬63
15276¬Floresta¬Boyacá¬308¬1,173¬58¬20¬47¬31¬2¬49
76275¬Florida¬Valle Del Cauca¬293¬0,51¬54¬28¬53¬15¬4¬703
68276¬Floridablanca¬Santander¬343¬0,255¬64¬9¬44¬33¬14¬3095
68271¬Florián¬Santander¬309¬2,908¬55¬19¬50¬27¬4¬68
25279¬Fomeque¬Cundinamarca¬325¬0,816¬66¬13¬47¬32¬8¬131
44279¬Fonseca¬La Guajira¬283¬0,561¬49¬30¬56¬13¬1¬530
81300¬Fortul¬Arauca¬306¬0,765¬60¬22¬56¬19¬4¬256
25281¬Fosca¬Cundinamarca¬308¬2,041¬54¬11¬70¬15¬5¬66
52520¬Francisco Pizarro¬Nariño¬264¬1,735¬42¬44¬53¬4¬0¬78
05282¬Fredonia¬Antioquia¬283¬0,816¬52¬29¬57¬13¬0¬251
73283¬Fresno¬Tolima¬312¬0,714¬56¬14¬59¬24¬3¬310
05284¬Frontino¬Antioquia¬292¬1,224¬57¬26¬53¬19¬2¬237
50287¬Fuente de Oro¬Meta¬276¬0,663¬44¬31¬60¬9¬0¬189
47288¬Fundación¬Magdalena¬278¬0,357¬51¬36¬52¬11¬2¬1064
52287¬Funes¬Nariño¬303¬1,378¬47¬16¬63¬21¬0¬101
25286¬Funza¬Cundinamarca¬324¬0,255¬60¬12¬52¬29¬7¬1414
25290¬Fusagasugá¬Cundinamarca¬321¬0,357¬61¬15¬51¬27¬7¬1758
25288¬Fúquene¬Cundinamarca¬358¬1,276¬67¬4¬43¬37¬16¬100
25293¬Gachala¬Cundinamarca¬306¬1,786¬52¬15¬60¬21¬5¬67
25295¬Gachancipá¬Cundinamarca¬317¬0,663¬59¬12¬61¬22¬5¬123
15293¬Gachantivá¬Boyacá¬308¬0¬62¬12¬71¬12¬6¬51
25297¬Gachetá¬Cundinamarca¬330¬1,633¬71¬17¬41¬35¬7¬98
08296¬Galapa¬Atlántico¬281¬0,459¬52¬29¬58¬12¬1¬673
70235¬Galeras¬Sucre¬284¬0,612¬51¬29¬61¬9¬2¬295
68296¬Galán¬Santander¬314¬2,551¬69¬23¬46¬29¬3¬35
25299¬Gama¬Cundinamarca¬295¬1,837¬60¬27¬53¬18¬2¬45
20295¬Gamarra¬Cesar¬283¬1,122¬52¬29¬59¬11¬1¬144
68298¬Gambita¬Santander¬324¬0,867¬52¬10¬53¬37¬0¬60
15296¬Gameza¬Boyacá¬329¬0,408¬53¬7¬59¬28¬6¬54
15299¬Garagoa¬Boyacá¬329¬0,561¬64¬8¬57¬27¬8¬242
41298¬Garzón¬Huila¬314¬0,408¬61¬16¬54¬25¬5¬1016
41306¬Gigante¬Huila¬306¬0,561¬54¬15¬63¬19¬3¬476
76306¬Ginebra¬Valle Del Cauca¬321¬0,816¬60¬15¬50¬27¬8¬306
05306¬Giraldo¬Antioquia¬292¬1,888¬51¬23¬64¬12¬2¬52
25307¬Girardot¬Cundinamarca¬294¬0,408¬54¬27¬54¬16¬4¬1183
05308¬Girardota¬Antioquia¬325¬0,867¬59¬13¬50¬28¬9¬528
68307¬Girón¬Santander¬321¬0,306¬63¬14¬53¬26¬7¬1691
20310¬González¬Cesar¬298¬0¬57¬25¬57¬15¬3¬60
54313¬Gramalote¬Norte De Santander¬314¬1,327¬61¬13¬60¬21¬6¬68
05313¬Granada¬Antioquia¬319¬0¬71¬18¬47¬27¬8¬88
25312¬Granada¬Cundinamarca¬317¬0¬60¬14¬56¬25¬4¬91
50313¬Granada¬Meta¬311¬0,306¬59¬17¬56¬23¬4¬1018
68318¬Guaca¬Santander¬311¬0¬46¬10¬65¬25¬0¬69
15317¬Guacamayas¬Boyacá¬297¬0¬53¬11¬67¬22¬0¬18
76318¬Guacarí¬Valle Del Cauca¬281¬0,765¬51¬30¬60¬9¬1¬337
19300¬Guachené¬Cauca¬262¬1,071¬48¬44¬51¬5¬1¬227
25317¬Guachetá¬Cundinamarca¬315¬2,398¬59¬16¬53¬26¬5¬128
52317¬Guachucal¬Nariño¬311¬0,612¬53¬12¬64¬22¬2¬257
05315¬Guadalupe¬Antioquia¬296¬1,633¬55¬21¬61¬18¬0¬72
41319¬Guadalupe¬Huila¬300¬0,867¬53¬20¬56¬23¬1¬243
68320¬Guadalupe¬Santander¬355¬1,224¬72¬10¬36¬36¬19¬84
25320¬Guaduas¬Cundinamarca¬316¬0,51¬60¬16¬55¬24¬6¬346
52320¬Guaitarilla¬Nariño¬339¬0,408¬66¬8¬46¬36¬10¬146
52323¬Gualmatán¬Nariño¬329¬1,071¬53¬5¬57¬31¬7¬82
47318¬Guamal¬Magdalena¬273¬0,663¬48¬38¬51¬10¬2¬429
50318¬Guamal¬Meta¬300¬1,735¬63¬24¬55¬17¬5¬134
73319¬Guamo¬Tolima¬279¬0,408¬50¬32¬58¬9¬1¬378
19318¬Guapi¬Cauca¬247¬0,867¬40¬56¬43¬2¬0¬329
68322¬Guapotá¬Santander¬344¬2,296¬54¬4¬44¬48¬4¬23
70265¬Guaranda¬Sucre¬269¬0,918¬48¬40¬51¬8¬1¬169
05318¬Guarne¬Antioquia¬336¬1,02¬66¬10¬48¬31¬12¬454
25322¬Guasca¬Cundinamarca¬323¬0,663¬58¬11¬53¬31¬5¬249
05321¬Guatape¬Antioquia¬328¬1,173¬60¬9¬50¬35¬6¬88
25324¬Guataquí¬Cundinamarca¬282¬2,5¬64¬27¬58¬12¬4¬26
25326¬Guatavita¬Cundinamarca¬326¬0,867¬62¬11¬52¬30¬7¬71
15322¬Guateque¬Boyacá¬314¬0,816¬51¬14¬59¬25¬2¬96
68324¬Guavatá¬Santander¬284¬0¬47¬29¬59¬12¬0¬41
25328¬Guayabal de Siqui¬Cundinamarca¬294¬1,173¬54¬24¬57¬18¬2¬51
25335¬Guayabetal¬Cundinamarca¬317¬0¬54¬14¬51¬31¬3¬70
15325¬Guayatá¬Boyacá¬312¬2,092¬55¬12¬61¬24¬2¬41
25339¬Gutiérrez¬Cundinamarca¬286¬0¬51¬26¬63¬11¬0¬35
66318¬Guática¬Risaralda¬297¬0,459¬55¬22¬57¬19¬2¬214
63302¬Génova¬Quindio¬303¬1,071¬60¬22¬55¬18¬4¬76
05310¬Gómez Plata¬Antioquia¬324¬1,173¬46¬6¬62¬31¬2¬68
68327¬Güepsa¬Santander¬311¬1,786¬83¬31¬36¬22¬11¬64
15332¬Güicán¬Boyacá¬308¬0¬66¬22¬55¬17¬6¬65
54344¬Hacarí¬Norte De Santander¬274¬0,918¬44¬36¬54¬10¬0¬91
13300¬Hatillo de Loba¬Bolívar¬262¬0,765¬39¬44¬51¬4¬0¬180
68344¬Hato¬Santander¬331¬3,622¬60¬11¬48¬33¬7¬27
85125¬Hato Corozal¬Casanare¬300¬1,224¬53¬25¬54¬21¬1¬183
44378¬Hato Nuevo¬La Guajira¬268¬0,663¬42¬37¬57¬6¬0¬261
05347¬Heliconia¬Antioquia¬300¬1,531¬55¬19¬59¬21¬2¬63
54347¬Herrán¬Norte De Santander¬350¬0¬69¬6¬46¬27¬21¬33
73347¬Herveo¬Tolima¬337¬1,378¬63¬10¬47¬32¬12¬92
05353¬Hispania¬Antioquia¬330¬2,806¬61¬12¬45¬36¬7¬42
41349¬Hobo¬Huila¬279¬0,816¬49¬33¬60¬7¬0¬84
73349¬Honda¬Tolima¬295¬0,816¬52¬26¬55¬17¬2¬276
73001¬Ibagué¬Tolima¬316¬0,153¬58¬17¬53¬24¬6¬7163
73352¬Icononzo¬Tolima¬292¬1,48¬57¬26¬56¬16¬3¬153
52352¬Iles¬Nariño¬305¬0,867¬55¬15¬62¬21¬2¬132
52354¬Imués¬Nariño¬289¬1,224¬53¬22¬61¬13¬3¬90
19355¬Inzá¬Cauca¬282¬0,816¬45¬28¬62¬9¬1¬364
94001¬Inírida¬Guainía¬300¬1,276¬55¬22¬58¬17¬4¬248
52356¬Ipiales¬Nariño¬327¬0,306¬57¬12¬51¬30¬8¬1600
41357¬Iquira¬Huila¬306¬0,918¬54¬17¬58¬21¬3¬149
41359¬Isnos¬Huila¬303¬0,918¬55¬19¬58¬21¬2¬293
27361¬Istmina¬Chocó¬271¬0,408¬52¬41¬46¬11¬1¬518
05360¬Itagüí¬Antioquia¬313¬0,357¬61¬19¬52¬22¬7¬2633
05361¬Ituango¬Antioquia¬272¬0,918¬48¬38¬54¬8¬1¬307
15362¬Iza¬Boyacá¬346¬0¬89¬7¬53¬20¬20¬15
19364¬Jambaló¬Cauca¬268¬0,918¬42¬40¬55¬5¬0¬213
76364¬Jamundí¬Valle Del Cauca¬299¬0,459¬56¬23¬56¬18¬4¬1458
05364¬Jardín¬Antioquia¬297¬0,765¬54¬23¬58¬17¬2¬137
15367¬Jenesano¬Boyacá¬315¬0,816¬60¬14¬55¬27¬4¬104
05368¬Jericó¬Antioquia¬310¬0,714¬59¬12¬62¬23¬3¬164
15368¬Jericó¬Boyacá¬298¬1,02¬52¬20¬67¬10¬2¬49
25368¬Jerusalén¬Cundinamarca¬319¬0¬69¬17¬54¬21¬8¬24
68368¬Jesús María¬Santander¬329¬1,837¬58¬13¬53¬26¬8¬53
68370¬Jordán¬Santander¬309¬5,153¬67¬21¬43¬29¬7¬14
08372¬Juan de Acosta¬Atlántico¬264¬0,714¬49¬40¬53¬6¬0¬253
25372¬Junín¬Cundinamarca¬294¬1,378¬51¬24¬57¬18¬0¬82
27372¬Juradó¬Chocó¬248¬2,959¬42¬63¬33¬4¬0¬46
23350¬La Apartada¬Córdoba¬274¬1,173¬47¬31¬62¬6¬1¬157
41378¬La Argentina¬Huila¬341¬1,224¬59¬4¬59¬27¬10¬151
68377¬La Belleza¬Santander¬304¬1,888¬59¬18¬54¬24¬4¬72
25377¬La Calera¬Cundinamarca¬352¬0,51¬55¬7¬42¬34¬17¬427
15380¬La Capilla¬Boyacá¬338¬0¬77¬10¬55¬24¬12¬42
05376¬La Ceja¬Antioquia¬332¬0,561¬60¬11¬50¬30¬9¬668
66383¬La Celia¬Risaralda¬302¬1,888¬60¬17¬59¬21¬3¬75
91405¬La Chorrera¬Amazonas¬268¬5,663¬52¬41¬52¬7¬0¬29
52378¬La Cruz¬Nariño¬319¬1,224¬64¬15¬53¬26¬7¬200
76377¬La Cumbre¬Valle Del Cauca¬290¬1,02¬52¬21¬62¬16¬1¬173
17380¬La Dorada¬Caldas¬287¬0,561¬51¬26¬59¬13¬2¬790
54385¬La Esperanza¬Norte De Santander¬296¬0,918¬46¬23¬60¬17¬0¬146
05380¬La Estrella¬Antioquia¬322¬0,51¬61¬18¬47¬25¬10¬851
52381¬La Florida¬Nariño¬322¬0,969¬54¬10¬56¬29¬5¬99
20383¬La Gloria¬Cesar¬304¬0,816¬55¬17¬61¬18¬5¬193
20400¬La Jagua de Ibiri¬Cesar¬305¬0,612¬57¬20¬55¬22¬3¬500
44420¬La Jagua del Pila¬La Guajira¬260¬0¬42¬34¬61¬5¬0¬41
50350¬La Macarena¬Meta¬299¬1,276¬49¬19¬61¬20¬1¬203
17388¬La Merced¬Caldas¬295¬0,918¬51¬24¬62¬12¬2¬85
25386¬La Mesa¬Cundinamarca¬346¬0,357¬62¬6¬47¬35¬12¬384
18410¬La Montañita¬Caquetá¬293¬1,173¬52¬22¬64¬13¬2¬167
